id,price,model,mileage,motorcycle_class,year,engine_capacity,engine_strokes,damaged,documents,city,date
1932,360 000₽,Honda VFR 800,59 207 км,Спорт-турист,2004,800 куб. см.,4х тактный,Исправен,Есть ПТС,Дедовск,27 мая 2017
1933,360 000₽,Honda VFR 800,59 207 км,Спорт-турист,2005,800 куб. см.,4х тактный,Исправен,Есть ПТС,Дедовск,27 мая 2017
1934,35 000₽,Восход Сова,1 000 км,Кроссовый,1994,175 куб. см.,2х тактный,Исправен,Есть ПТС,Москва,27 мая 2017
1935,319 000₽,Suzuki Boulevard C50,31 000 км,Круизер,2006,800 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,27 мая 2017
1936,140 000₽,Honda Silver Wing,39 000 км,Туристический,2003,400 куб. см.,4х тактный,Исправен,Есть ПТС,Железнодорожный,26 мая 2017
1937,59 990₽,Racer Fighter 250,3 815 км,Классика,2016,250 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,26 мая 2017
1938,190 000₽,Yamaha YZF 600,32 000 км,Спорт-турист,1999,600 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,26 мая 2017
1939,20 000₽,Иж 56,20 000 км,Классика,None,350 куб. см.,4х тактный,Неисправен,Без ПТС,Москва,25 мая 2017
1940,160 000₽,Suzuki VS 800 Intruder,26 000 км,Чоппер,1996,800 куб. см.,4х тактный,Исправен,Есть ПТС,Калининград,25 мая 2017
1941,23 000₽,BSE 125,None,Кроссовый,None,125 куб. см.,4х тактный,Исправен,Без ПТС,Москва,25 мая 2017
1942,2 250 000₽,Harley-Davidson,1 300 км,Круизер,2015,1 800 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,25 мая 2017
1943,350 000₽,Royal Enfield,4 390 км,Классика,2013,499 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,25 мая 2017
1944,60 000₽,Kawasaki KX 80,10 000 км,Кроссовый,1997,80 куб. см.,2х тактный,Исправен,Без ПТС,Москва,25 мая 2017
1945,80 000₽,Derbi GP-1,8 000 км,None,2007,50 куб. см.,2х тактный,Исправен,Без ПТС,Железнодорожный,24 мая 2017
1946,2 100 000₽,Honda GL 1800,5 550 км,Туристический,2013,1 800 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,24 мая 2017
1947,69 000₽,Yamaha YBR 125,16 400 км,Классика,2011,124 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,24 мая 2017
1948,220 000₽,Honda XL 1000V Varadero,46 000 км,Эндуро,2002,1 000 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,24 мая 2017
1949,50 000₽,Ява 350/360,18 000 км,Классика,1970,350 куб. см.,2х тактный,Исправен,Есть ПТС,Москва,24 мая 2017
1950,63 000₽,Pitster,1 км,Питбайк,2016,160 куб. см.,4х тактный,Исправен,Без ПТС,Щелково,24 мая 2017
1951,68 000₽,ABM X-moto GX250,6 800 км,Спортивный,2014,250 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,23 мая 2017
1952,140 000₽,Honda Shadow 400,20 000 км,Чоппер,2002,400 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,23 мая 2017
1953,140 000₽,Honda Shadow,15 300 км,Чоппер,2002,400 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,23 мая 2017
1954,370 000₽,Yamaha Warrior,70 000 км,Чоппер,2002,1 670 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,23 мая 2017
1955,290 000₽,Yamaha SR400,1 км,Классика,2011,400 куб. см.,4х тактный,None,Есть ПТС,Москва,22 мая 2017
1956,110 000₽,Suzuki GSX 750F Katana,47 500 км,Спорт-турист,1989,400 куб. см.,4х тактный,Исправен,Есть ПТС,Дмитров,22 мая 2017
1957,139 000₽,Aprilia RS 125,2 800 км,Спортивный,None,125 куб. см.,2х тактный,Исправен,Есть ПТС,Москва,22 мая 2017
1958,179 000₽,Honda CB 400,40 000 км,Классика,2003,400 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,22 мая 2017
1959,850 000₽,Harley-Davidson Dyna Wide Glide,4 945 км,Чоппер,2011,1 680 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,22 мая 2017
1960,550 000₽,Kawasaki Z 1000,6 500 км,Стритфайтер,2013,1 000 куб. см.,4х тактный,Исправен,Есть ПТС,Егорьевск,21 мая 2017
1961,150 000₽,Yamaha XVS 400,45 000 км,Круизер,1998,399 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,21 мая 2017
1962,500 000₽,Ducati Monster 796,11 000 км,Классика,2012,800 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,21 мая 2017
1963,570 000₽,Honda CBR 600RR,14 500 км,Спортивный,2012,600 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,21 мая 2017
1964,99 000₽,Suzuki GSX 400 Impulse,3 600 км,Классика,1997,400 куб. см.,4х тактный,Исправен,Есть ПТС,Можайск,20 мая 2017
1965,155 000₽,Honda SL 230,21 624 км,Эндуро,1998,249 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,20 мая 2017
1966,138 000₽,Kawasaki ER5,31 000 км,Классика,2004,500 куб. см.,4х тактный,Исправен,Есть ПТС,Раменское,20 мая 2017
1967,269 000₽,Honda X4,25 900 км,Классика,2001,1 300 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,19 мая 2017
1968,310 000₽,Honda NC 700,65 000 км,Туристический,2013,700 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,19 мая 2017
1969,73 999₽,Yamaha YBR 125,16 833 км,Классика,2009,125 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,19 мая 2017
1970,549 000₽,BMW R 1200 CL,39 300 км,Круизер,2003,1 200 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,18 мая 2017
1971,1 200 000₽,Honda Gold Wing,12 000 км,Туристический,2012,1 832 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,18 мая 2017
1972,169 000₽,Honda CB 400SFV,34 000 км,Классика,2002,400 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,18 мая 2017
1973,370 000₽,Yamaha XVS 1300,9 000 км,Чоппер,2007,1 300 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,18 мая 2017
1974,130 000₽,Honda CBR 600F3,42 600 км,Спорт-турист,1996,600 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,18 мая 2017
1975,500 000₽,Yamaha Stratoliner,37 000 км,Чоппер,2007,1 900 куб. см.,4х тактный,Исправен,Есть ПТС,Воскресенск,18 мая 2017
1976,230 000₽,Kawasaki Ninja,10 000 км,Спортивный,2013,300 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,18 мая 2017
1977,550 000₽,Honda Gold Wing,65 000 км,Туристический,2003,1 800 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,17 мая 2017
1978,240 000₽,Honda CBR,22 000 км,Спорт-турист,2000,600 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,17 мая 2017
1979,150 000₽,Suzuki VZ 800 Marauder,14 000 км,Круизер,1996,800 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,17 мая 2017
1981,700 000₽,Honda VFR 1200F,9 500 км,Спорт-турист,2012,1 200 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,17 мая 2017
1982,280 000₽,BMW R 1150 R,32 500 км,Классика,2003,1 150 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,17 мая 2017
1983,100 000₽,Kawasaki Ninja ZX-6R,50 000 км,Спорт-турист,1995,600 куб. см.,4х тактный,Исправен,Есть ПТС,Кашира,16 мая 2017
1984,400 000₽,Yamaha Roadstar Silverado,27 000 км,Круизер,2007,1 700 куб. см.,4х тактный,Исправен,Есть ПТС,Красногорск,16 мая 2017
1985,1 200 000₽,Honda GL 1800,12 000 км,Туристический,2012,1 832 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,16 мая 2017
1986,52 000₽,Racer Magnum RC200-C5B,3 750 км,Классика,2014,200 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,16 мая 2017
1987,1 820 000₽,Ducati 1299 Panigale S,239 км,Спортивный,2014,1 299 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,16 мая 2017
1988,255 000₽,Ducati Monster,23 096 км,Классика,2003,1 000 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,16 мая 2017
1989,211 000₽,Ducati Monster 900S i.e.,13 788 км,Классика,2000,900 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,16 мая 2017
1990,105 000₽,Honda Steed 400,18 167 км,Чоппер,1997,400 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,16 мая 2017
1991,116 000₽,Honda Steed 400,31 092 км,Чоппер,1993,400 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,16 мая 2017
1992,121 000₽,Honda Steed 400,27 297 км,Чоппер,1994,400 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,16 мая 2017
1993,128 000₽,Suzuki VZ 400 Marauder,4 581 км,Чоппер,1999,400 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,16 мая 2017
1994,110 000₽,Honda Steed 400,3 138 км,Чоппер,1993,400 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,16 мая 2017
1995,115 000₽,Suzuki GSF 250 Bandit,32 062 км,Классика,1997,250 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,16 мая 2017
1996,168 000₽,Honda Shadow 400,1 843 км,Чоппер,1999,400 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,16 мая 2017
1997,487 000₽,Suzuki Boulevard C50,7 862 км,Чоппер,2012,800 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,16 мая 2017
1998,199 000₽,KTM 125 SX,120 км,Эндуро,2012,125 куб. см.,2х тактный,Исправен,Без ПТС,Москва,16 мая 2017
1999,190 000₽,Honda Steed 600VLX,47 400 км,Круизер,1995,600 куб. см.,4х тактный,Исправен,Есть ПТС,Истра,16 мая 2017
2000,569 000₽,Yamaha Stryker,4 574 км,Чоппер,2011,1 300 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,15 мая 2017
2001,588 000₽,Yamaha Stryker,7 727 км,Чоппер,2011,1 300 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,15 мая 2017
2002,741 000₽,Yamaha Tenere,6 295 км,Туристический,2012,1 200 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,15 мая 2017
2003,131 000₽,Suzuki Grass Tracker Big Boy 250,8 405 км,Классика,2002,250 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,15 мая 2017
2004,127 000₽,Suzuki Grass Tracker Big Boy 250,21 446 км,Классика,2006,250 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,15 мая 2017
2005,307 000₽,BMW,33 020 км,Спорт-турист,2004,1 200 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,15 мая 2017
2006,222 000₽,BMW R 1100 RS,16 758 км,Спорт-турист,1996,1 100 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,15 мая 2017
2007,796 000₽,Harley-Davidson Dyna Street Bob,25 912 км,Чоппер,2013,1 600 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,15 мая 2017
2008,125 000₽,Yamaha SR400,23 711 км,Классика,1997,400 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,15 мая 2017
2009,125 000₽,Suzuki Grass Tracker Big Boy 250,23 295 км,Классика,2002,250 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,15 мая 2017
2010,405 000₽,HONDA VT 750 RSB SHADOW RS,12 001 км,Чоппер,2011,750 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,15 мая 2017
2011,153 000₽,Honda CB 400SS,8 360 км,Классика,2003,400 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,15 мая 2017
2012,371 997₽,Honda NC 700X,8 749 км,Эндуро,2013,700 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,15 мая 2017
2013,125 000₽,Suzuki Bandit,25 875 км,Классика,1997,250 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,15 мая 2017
2014,180 000₽,Yamaha YZF 600,20 000 км,Спорт-турист,1997,600 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,15 мая 2017
2015,161 000₽,Honda CB 400SS,20 752 км,Классика,2002,400 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,15 мая 2017
2016,180 000₽,Yamaha FZ 400,10 000 км,Классика,2002,400 куб. см.,4х тактный,Исправен,Есть ПТС,Подольск,15 мая 2017
2017,1 500 000₽,Harley-Davidson Heritage Softail Classic FLSTC,884 км,Круизер,2014,1 690 куб. см.,4х тактный,Исправен,Есть ПТС,Истра,15 мая 2017
2018,171 000₽,Kawasaki ZZR 400,34 051 км,Спорт-турист,2003,400 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,15 мая 2017
2019,585 000₽,Kawasaki VN Vulcan 1700 Claasic,11 338 км,Круизер,2008,2 000 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,15 мая 2017
2020,702 000₽,Kawasaki Ninja ZX-6R,3 414 км,Спортивный,2013,636 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,15 мая 2017
2021,555 000₽,Kawasaki VN Vulcan 1700 Claasic,12 790 км,Круизер,2007,2 000 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,15 мая 2017
2022,180 000₽,Kawasaki Xanthus,35 101 км,Классика,1995,400 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,15 мая 2017
2023,220 000₽,Kawasaki ZR-7S,19 057 км,Классика,2003,750 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,15 мая 2017
2024,280 000₽,Kawasaki,17 705 км,Спортивный,2012,400 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,15 мая 2017
2025,130 000₽,Kawasaki VN Vulcan 400 Classic,24 973 км,Круизер,1995,400 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,15 мая 2017
2026,199 000₽,Kawasaki ZZR 400 2,20 621 км,Спорт-турист,2005,400 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,15 мая 2017
2027,135 000₽,Kawasaki ZZR 400 2,41 709 км,Спорт-турист,1995,400 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,15 мая 2017
2028,125 000₽,Suzuki GSX-R 400,18 249 км,Спортивный,1992,399 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,15 мая 2017
2029,380 000₽,Yamaha XJR 1300,24 000 км,Классика,2008,1 300 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,15 мая 2017
2030,450 000₽,Honda CBR 600RR,16 000 км,Спортивный,2012,600 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,15 мая 2017
2031,30 000₽,Зид,6 400 км,Классика,2004,200 куб. см.,2х тактный,Исправен,Без ПТС,Можайск,15 мая 2017
2032,370 000₽,Triumph,44 000 км,Спортивный,2006,674 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,15 мая 2017
2033,255 000₽,Honda XL 1000V Varadero,105 000 км,Туристический,2002,998 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,14 мая 2017
2034,225 000₽,Yamaha YZF R6,12 000 км,Спортивный,2000,600 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,14 мая 2017
2035,119 000₽,KTM 85,None,Кроссовый,2008,85 куб. см.,2х тактный,Исправен,Без ПТС,Москва,14 мая 2017
2036,75 000₽,Минск X 200,83 км,Эндуро,2014,200 куб. см.,4х тактный,Исправен,Есть ПТС,Щелково,14 мая 2017
2037,250 000₽,BMW K 1200 RS,None,Туристический,1999,1 200 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,14 мая 2017
2038,190 000₽,Yamaha YZF600R,38 929 км,Спорт-турист,1999,600 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,14 мая 2017
2039,190 000₽,KTM RC 200,3 095 км,Спортивный,2014,200 куб. см.,2х тактный,Исправен,Есть ПТС,Москва,14 мая 2017
2040,450 000₽,Ява 250,1 850 км,Классика,1996,250 куб. см.,None,None,Есть ПТС,Москва,14 мая 2017
2041,280 000₽,Ява 350-640,200 км,Классика,2016,343 куб. см.,2х тактный,Исправен,Есть ПТС,Москва,14 мая 2017
2042,40 000₽,Барс,7 000 км,Эндуро,None,250 куб. см.,4х тактный,Исправен,Без ПТС,Павловский Посад,13 мая 2017
2043,260 000₽,Yamaha XVS 650,7 300 км,Чоппер,2003,650 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,13 мая 2017
2044,399 000₽,BMW F 800 GS,31 000 км,Туристический,2008,800 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,13 мая 2017
2045,120 000₽,Honda CB 400SF,None,Классика,1994,400 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,13 мая 2017
2046,175 000₽,Yamaha XG250 Tricker,11 065 км,Эндуро,2014,250 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,13 мая 2017
2047,600 000₽,Harley-Davidson Dyna Street Bob FXDB,13 071 км,Чоппер,2005,1 450 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,13 мая 2017
2048,253 000₽,BMW F 650 GS,44 989 км,Эндуро,2002,650 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,13 мая 2017
2049,144 000₽,Suzuki VZ 400 Marauder,21 596 км,Чоппер,1996,400 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,13 мая 2017
2050,635 000₽,BMW R 1200 GS,29 828 км,Туристический,2006,1 200 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,13 мая 2017
2051,191 000₽,Honda Shadow 400,30 305 км,Чоппер,2000,400 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,13 мая 2017
2052,177 000₽,Yamaha TW 225,7 456 км,Эндуро,2005,225 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,13 мая 2017
2053,300 000₽,Yamaha XVS 1100,24 403 км,Чоппер,1999,1 100 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,13 мая 2017
2054,100 000₽,Kawasaki KX 85-II,15 км,Кроссовый,2008,85 куб. см.,2х тактный,Исправен,Без ПТС,Москва,13 мая 2017
2055,Цена не указана,Honda CBR 250R,9 959 км,Спорт-турист,2013,250 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,12 мая 2017
2056,214 000₽,Honda CB 750,24 683 км,Классика,1993,750 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,12 мая 2017
2057,205 000₽,Honda CB 400SS,18 111 км,Классика,2004,400 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,12 мая 2017
2058,181 000₽,Honda CB 400SS,29 932 км,Классика,2001,400 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,12 мая 2017
2059,600 000₽,Harley-Davidson Dyna Street Bob,13 071 км,Чоппер,2005,1 450 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,12 мая 2017
2060,321 000₽,Yamaha FZ 6,73 516 км,Классика,2007,600 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,12 мая 2017
2061,160 000₽,Honda VTR 1000F,55 000 км,Спорт-турист,1997,1 000 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,12 мая 2017
2062,950 000₽,Harley-Davidson Night Rod Special VRSCDX,16 509 км,Чоппер,2013,1 250 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,12 мая 2017
2063,920 000₽,Harley-Davidson Night Rod Special VRSCDX,5 827 км,Чоппер,2012,1 690 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,12 мая 2017
2064,1 231 000₽,Harley-Davidson Softail Deluxe FLSTN,640 км,Чоппер,2014,1 690 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,12 мая 2017
2065,1 250 000₽,Indian Chief Dark Horse,14 км,Чоппер,2016,1 800 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,12 мая 2017
2066,923 000₽,Harley-Davidson Street Glide FLHX,36 698 км,Чоппер,2007,1 690 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,12 мая 2017
2067,526 000₽,Harley-Davidson V-Rod VRSCA,13 563 км,Чоппер,2003,1 200 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,12 мая 2017
2068,638 000₽,Harley-Davidson Fat Boy FLSTFI,16 057 км,Чоппер,2004,1 450 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,12 мая 2017
2069,652 000₽,Harley-Davidson V-Rod VRSCAW,13 678 км,Чоппер,2009,1 250 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,12 мая 2017
2070,387 000₽,Honda CB 1300,16 305 км,Классика,2007,1 300 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,12 мая 2017
2071,390 000₽,Yamaha YZF R6,8 700 км,Спортивный,2006,600 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,11 мая 2017
2073,355 000₽,Kawasaki VN Vulcan 900,16 242 км,Круизер,2010,900 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,11 мая 2017
2074,550 000₽,Kawasaki VN Vulcan 900 Classic,8 402 км,Круизер,2013,900 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,11 мая 2017
2075,405 500₽,Kawasaki VN Vulcan 900 Classic,4 874 км,Круизер,2009,900 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,11 мая 2017
2076,485 000₽,Kawasaki VN Vulcan 900 Classic,4 863 км,Круизер,2013,900 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,11 мая 2017
2077,270 000₽,Kawasaki,15 558 км,Классика,1978,400 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,11 мая 2017
2078,452 000₽,Kawasaki W800,8 841 км,Классика,2011,800 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,11 мая 2017
2079,516 000₽,Kawasaki ZZR 1200,15 686 км,Спорт-турист,2006,1 400 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,11 мая 2017
2080,280 000₽,Ducati Multistrada 1200 S Granturismo,59 000 км,Туристический,2011,1 200 куб. см.,4х тактный,Исправен,Без ПТС,Москва,11 мая 2017
2081,196 000₽,Kawasaki VN Vulcan 400,24 887 км,Круизер,2000,400 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,11 мая 2017
2082,255 000₽,Kawasaki W650,34 658 км,Классика,2001,650 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,11 мая 2017
2083,165 000₽,Kawasaki ZZR 400,34 885 км,Спорт-турист,2001,400 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,11 мая 2017
2084,333 000₽,Kawasaki VN Vulcan 1600 Classic,22 704 км,Круизер,2006,1 600 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,11 мая 2017
2085,340 000₽,Honda NC 700,6 319 км,Классика,2012,700 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,11 мая 2017
2086,820 000₽,Harley-Davidson Sportster Superlow 1200T XL1200T,1 982 км,Чоппер,2016,1 200 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,11 мая 2017
2087,195 000₽,Yamaha XVS 400,40 933 км,Чоппер,2002,400 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,11 мая 2017
2088,190 000₽,Yamaha XVS 400,36 441 км,Чоппер,1996,400 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,11 мая 2017
2089,753 000₽,Harley-Davidson Sportster Forty-Eight XL1200X,30 320 км,Чоппер,2011,1 200 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,11 мая 2017
2090,321 000₽,Yamaha FZ 6,73 516 км,Классика,2007,600 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,11 мая 2017
2091,1 650 000₽,RUCKER PREDATOR,5 000 км,Кастом,2006,2 000 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,11 мая 2017
2092,160 000₽,Honda CB 400SFV,34 828 км,Классика,1994,400 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,11 мая 2017
2093,190 000₽,Honda Steed 600,41 305 км,Чоппер,1996,600 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,11 мая 2017
2094,89 000₽,Johnny Pag,300 км,Чоппер,2010,None,4х тактный,Исправен,Есть ПТС,Домодедово,11 мая 2017
2095,290 000₽,BMW F 800 R,13 800 км,Стритфайтер,2015,800 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,11 мая 2017
2096,299 000₽,Yamaha R1,30 000 км,Спортивный,2004,1 000 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,11 мая 2017
2097,170 000₽,KTM 125 Duke,2 700 км,Классика,2014,125 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,11 мая 2017
2098,350 000₽,Suzuki GSX-R 750,35 000 км,Спортивный,2006,750 куб. см.,4х тактный,Исправен,Есть ПТС,Серпухов,11 мая 2017
2099,110 000₽,Yamaha FZ 400,43 000 км,Классика,1998,400 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,10 мая 2017
2100,800 000₽,KTM 1290 Super Duke R,15 000 км,Классика,2014,1 300 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,10 мая 2017
2101,167 000₽,Yamaha SR400,17 956 км,Классика,2005,400 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,10 мая 2017
2102,161 000₽,Yamaha SR400,25 031 км,Классика,2004,400 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,10 мая 2017
2103,165 000₽,Yamaha SR400,27 664 км,Классика,2005,400 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,10 мая 2017
2104,130 000₽,Yamaha SR400,16 024 км,Классика,1992,400 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,10 мая 2017
2105,167 000₽,Yamaha SR400,13 546 км,Классика,2002,400 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,10 мая 2017
2106,150 000₽,Yamaha SR400,17 934 км,Классика,2000,400 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,10 мая 2017
2107,175 000₽,Yamaha SR400,18 078 км,Классика,2003,400 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,10 мая 2017
2108,165 000₽,Yamaha SR400,16 280 км,Классика,2003,400 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,10 мая 2017
2109,155 000₽,Suzuki VX 800,18 747 км,Классика,1991,800 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,10 мая 2017
2110,123 000₽,Suzuki VS 400 Intruder,9 233 км,Чоппер,1995,400 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,10 мая 2017
2111,1 595 000₽,Harley-Davidson Electra Glide Ultra Classic FLHTCU,144 км,Круизер,2015,1 690 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,10 мая 2017
2112,410 000₽,Yamaha Royal Star Venture,36 847 км,Круизер,2002,1 300 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,10 мая 2017
2113,370 000₽,Honda Shadow Spirit,20 000 км,Чоппер,2010,750 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,10 мая 2017
2114,155 000₽,Suzuki SV 400,33 170 км,Классика,2000,400 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,10 мая 2017
2115,537 000₽,Suzuki C1800R Intruder,11 296 км,Круизер,2008,1 800 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,10 мая 2017
2116,421 000₽,Honda VTX 1800,17 261 км,Круизер,2004,1 800 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,10 мая 2017
2117,545 000₽,Honda,10 353 км,Круизер,2008,1 800 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,10 мая 2017
2118,540 000₽,Honda Interstate,16 680 км,Круизер,2010,1 300 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,10 мая 2017
2119,500 000₽,Honda GL 1500,9 185 км,Круизер,2003,1 500 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,10 мая 2017
