id,price,model,mileage,motorcycle_class,year,engine_capacity,engine_strokes,damaged,documents,city,date
8533,29 500₽,Jog,None,None,2005,50 куб. см.,None,None,Есть ПТС,Москва,6 июля 2009
8534,65 000₽,ZXR400R,None,None,1990,400 куб. см.,None,None,Есть ПТС,Москва,6 июля 2009
8535,300 000₽,Drag Star 1100 XVS1100,None,None,1999,1 063 куб. см.,None,None,Есть ПТС,Москва,3 июля 2009
8536,279 000₽,Gold Wing,None,None,1992,1 500 куб. см.,None,None,Есть ПТС,Москва,3 июля 2009
8537,79 500₽,Bandit 400V,None,None,1993,400 куб. см.,None,None,Есть ПТС,Москва,3 июля 2009
8538,110 000₽,VFR,None,None,1995,400 куб. см.,None,None,Есть ПТС,Москва,2 июля 2009
8539,250 000₽,FZ,None,None,2008,600 куб. см.,None,None,Есть ПТС,Москва,30 июня 2009
8540,245 000₽,Honda CBR 600F4i,52 000 км,Спортивный,2002,600 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,29 ноября
8541,207 000₽,Honda CBR 600F4,54 000 км,Спортивный,1999,600 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,29 ноября
8542,456 000₽,Honda XBR 500 Cafe Racer,77 000 км,Кастом,1987,500 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,29 ноября
8543,168 000₽,Honda GL / CX 500 D Gold Wing,80 500 км,Туристический,1984,500 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,29 ноября
8544,267 000₽,Honda X11,26 000 км,Классика,2000,1 100 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,29 ноября
8545,179 000₽,Honda GL 500,96 000 км,Туристический,1984,500 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,29 ноября
8546,146 000₽,Honda CBR 1000,127 000 км,Спортивный,1993,1 000 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,29 ноября
8547,256 000₽,Honda XRV 750 Africa Twin,105 000 км,Эндуро,1991,750 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,29 ноября
8548,208 000₽,Honda CBR 600,29 000 км,Спортивный,2001,600 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,29 ноября
8549,218 000₽,Honda CBR 600F4i,51 000 км,Спортивный,2001,600 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,29 ноября
8550,210 000₽,Honda XL 600,71 000 км,Эндуро,1995,600 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,29 ноября
8551,252 000₽,Honda CBF 600S,83 000 км,Классика,2004,600 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,29 ноября
8552,198 000₽,Honda Gold Wing,65 000 км,Туристический,1976,1 000 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,29 ноября
8553,305 000₽,Honda VFR 800,56 000 км,Спорт-турист,2003,800 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,29 ноября
8554,249 000₽,Honda Hornet,26 000 км,Классика,2003,600 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,29 ноября
8555,485 000₽,BMW R 1200 R Sport,72 000 км,Классика,2009,1 200 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,29 ноября
8556,177 000₽,Honda CBR 600,45 000 км,Спортивный,1997,600 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,29 ноября
8557,383 000₽,Honda NT 700V,80 000 км,Туристический,2008,700 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,29 ноября
8558,165 000₽,Honda NX 650 Dominator,46 000 км,Эндуро,1993,650 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,29 ноября
8559,220 000₽,Honda VFR 800,83 000 км,Спорт-турист,1998,800 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,29 ноября
8560,165 000₽,Honda CBR 1000F Hurricane,92 000 км,Спорт-турист,1996,1 000 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,29 ноября
8561,839 000₽,BMW S 1000 RR,15 000 км,Спортивный,2013,1 000 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,29 ноября
8562,225 000₽,Cagiva,39 600 км,Эндуро,2000,125 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,29 ноября
8563,400 000₽,Yamaha YZF R1,39 000 км,Спортивный,2004,1 000 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,29 ноября
8564,213 000₽,Yamaha YZF R6,69 200 км,Спортивный,2000,600 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,29 ноября
8565,220 000₽,Cagiva Gran Canyon,46 600 км,Эндуро,2000,500 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,29 ноября
8566,187 000₽,Honda CB 600SF,61 000 км,Классика,1999,600 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,29 ноября
8567,182 000₽,Honda SLR 650,30 000 км,Эндуро,1996,650 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,29 ноября
8568,173 000₽,Honda XL 600,77 000 км,Эндуро,1992,600 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,29 ноября
8569,163 000₽,Honda NX 650,33 000 км,Эндуро,1993,650 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,29 ноября
8570,146 000₽,Honda,40 000 км,Классика,1997,650 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,29 ноября
8571,143 000₽,Honda CBR 600F,55 000 км,Спортивный,1990,600 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,29 ноября
8572,138 000₽,Honda CB 500S,29 800 км,Классика,1996,500 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,29 ноября
8573,122 000₽,Honda CBR 600F,49 000 км,Спортивный,1988,600 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,29 ноября
8574,245 000₽,Honda CBR 1100XX,84 000 км,Спорт-турист,1998,1 100 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,29 ноября
8575,246 000₽,Honda CBR 1100XX,83 000 км,Спорт-турист,2000,1 100 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,29 ноября
8576,278 000₽,Honda CB 900SF,60 000 км,Классика,2004,900 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,29 ноября
8577,335 000₽,Honda CBF 1000,41 000 км,Классика,2007,1 000 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,29 ноября
8578,605 000₽,Honda Crossturer,43 000 км,Эндуро,2012,1 200 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,29 ноября
8579,223 000₽,Honda XL 1000V Varadero,47 000 км,Эндуро,1999,1 000 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,29 ноября
8580,197 000₽,Honda CBR 600,57 000 км,Спортивный,1999,600 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,29 ноября
8581,765 000₽,Honda VFR 800 Crossrunner,2 500 км,Спорт-турист,2016,800 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,29 ноября
8582,625 000₽,Honda CBR 1000RR Fireblade HANNSPREE,25 900 км,Спортивный,2008,1 000 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,29 ноября
8583,549 000₽,Honda CBR 1000RR Fireblade,15 000 км,Спортивный,2008,1 000 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,29 ноября
8584,570 000₽,Honda CBR 1000RR Fireblade,45 000 км,Спортивный,2008,1 000 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,29 ноября
8585,575 000₽,Honda CBR 1000RR Fireblade,40 000 км,Спортивный,2008,1 000 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,29 ноября
8586,227 000₽,Honda ST 1100,91 000 км,Туристический,1997,1 100 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,29 ноября
8587,180 000₽,Honda ST 1100,107 000 км,Туристический,1991,1 100 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,29 ноября
8588,195 000₽,Honda CB600,18 300 км,Классика,1998,600 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,29 ноября
8589,205 000₽,Honda ST 1100,107 500 км,Туристический,1994,1 100 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,29 ноября
8590,159 000₽,Suzuki GSF 600 Bandit,46 000 км,Классика,1996,600 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,29 ноября
8591,210 000₽,Suzuki GSF 1200S Bandit,88 000 км,Туристический,2002,1 200 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,29 ноября
8592,610 000₽,Suzuki GSX-R 1000,27 600 км,Спортивный,2009,1 000 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,29 ноября
8593,476 000₽,Suzuki GSX-R 1000,48 100 км,Спортивный,2007,1 000 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,29 ноября
8594,132 000₽,Suzuki GSX 600F Katana,28 000 км,Спорт-турист,1997,600 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,29 ноября
8595,196 000₽,Suzuki GSF 600 Bandit,37 000 км,Классика,2001,600 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,29 ноября
8596,176 000₽,Suzuki DR 750,75 800 км,Эндуро,1990,750 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,29 ноября
8597,169 000₽,Suzuki RF,66 000 км,Спортивный,1996,900 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,29 ноября
8598,162 000₽,Suzuki DR 650,58 000 км,Эндуро,1990,650 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,29 ноября
8599,166 000₽,Suzuki GSX 750F Katana,56 000 км,Спортивный,1999,750 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,29 ноября
8600,163 000₽,Suzuki VS 800 Intruder,41 000 км,Чоппер,1995,800 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,29 ноября
8601,163 000₽,Suzuki GSX 750 Inazuma,102 000 км,Классика,1999,750 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,29 ноября
8602,162 000₽,Suzuki GSX 600F Katana,34 000 км,Спортивный,2000,600 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,29 ноября
8603,155 000₽,Suzuki GSX 600F Katana,30 000 км,Спортивный,1998,600 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,29 ноября
8604,168 000₽,Suzuki DR 800,65 000 км,Эндуро,1993,800 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,29 ноября
8605,143 000₽,Suzuki GSX-R 750,60 000 км,Спортивный,1992,750 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,29 ноября
8606,168 000₽,Suzuki GSX 750F Katana,49 000 км,Спортивный,1999,750 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,29 ноября
8607,175 000₽,Suzuki GSX-R 600,55 000 км,Спортивный,2000,600 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,29 ноября
8608,178 000₽,Suzuki GSX-R 750,56 000 км,Спортивный,1997,750 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,29 ноября
8609,205 000₽,Suzuki TL1000R,84 000 км,Спортивный,1999,1 000 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,29 ноября
8610,168 000₽,Suzuki GSX-R 600,None,Спортивный,1998,600 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,29 ноября
8611,149 000₽,Honda CX 500,47 000 км,Классика,1979,500 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,29 ноября
8612,800 000₽,Suzuki GSX-R 600,11 500 км,Спортивный,2016,600 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,29 ноября
8613,330 000₽,Suzuki Boulevard C90,63 000 км,Чоппер,2004,1 500 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,29 ноября
8614,180 000₽,Suzuki GSF 600 Bandit,86 000 км,Туристический,2002,600 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,29 ноября
8615,179 000₽,Suzuki SV 650,52 000 км,Спортивный,1999,650 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,29 ноября
8616,176 000₽,Suzuki GSF 600 Bandit,64 000 км,Классика,2000,600 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,29 ноября
8617,173 000₽,Suzuki XF 650 Freewind,30 000 км,Эндуро,1999,650 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,29 ноября
8618,163 000₽,Suzuki GSF 600 Bandit,45 800 км,Классика,1995,None,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,29 ноября
8619,186 000₽,Suzuki SV 650,74 000 км,Спортивный,2002,650 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,29 ноября
8620,164 000₽,Suzuki GSX-R 1100,52 000 км,Спортивный,1996,1 100 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,29 ноября
8621,156 000₽,Suzuki RF,44 000 км,Спортивный,1995,600 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,29 ноября
8622,156 000₽,Suzuki GSF 600 Bandit,35 800 км,Классика,1997,600 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,29 ноября
8623,148 000₽,Suzuki GSX 600F Katana,51 000 км,Спортивный,1993,600 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,29 ноября
8624,129 000₽,Suzuki GS 650,19 700 км,Классика,1983,650 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,29 ноября
8625,164 000₽,Suzuki GSX-R 600,65 000 км,Спортивный,1999,600 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,29 ноября
8626,177 000₽,Suzuki GSX-R 750,45 700 км,Спортивный,1996,750 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,29 ноября
8627,171 000₽,Suzuki GSX-R 750,None,Спортивный,1996,750 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,29 ноября
8628,175 000₽,Suzuki GSX-R 600,60 000 км,Спортивный,1997,600 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,29 ноября
8629,198 000₽,Suzuki GSX 600F Katana,38 000 км,Спорт-турист,2002,600 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,29 ноября
8630,199 000₽,Suzuki GSX 750F Katana,15 000 км,Спорт-турист,2002,750 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,29 ноября
8631,2 500 000₽,Harley-Davidson Softail Springer Custom,21 000 км,Кастом,2008,1 700 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,29 ноября
8632,1 290 000₽,Honda CBR 1000RR Fireblade,1 км,Спортивный,2018,1 000 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,29 ноября
8633,755 000₽,Suzuki GSX-R 1000,5 500 км,Спортивный,2012,1 000 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,29 ноября
8634,212 000₽,Suzuki XF 650 Freewind,45 000 км,Эндуро,1999,650 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,29 ноября
8635,425 000₽,Triumph Speedmaster,14 000 км,Круизер,2012,865 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,29 ноября
8636,270 000₽,Yamaha FZ 6,57 400 км,Классика,2009,600 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,29 ноября
8637,205 000₽,Kawasaki Ninja ZX-9R,33 000 км,Спортивный,1999,900 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,29 ноября
8638,225 000₽,Honda CB 600SF,33 000 км,Классика,2002,600 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,29 ноября
8639,770 000₽,Harley-Davidson CVO Electra Glide,33 000 км,Туристический,2007,1 800 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,29 ноября
8640,35 000₽,Восход 3М,4 000 км,Классика,1990,175 куб. см.,2х тактный,Исправен,Без ПТС,Санкт-Петербург,28 ноября
8641,320 000₽,Suzuki Boulevard C50,16 000 км,Чоппер,2008,800 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,28 ноября
8642,370 000₽,Honda CBR 929RR,7 000 км,Спортивный,2002,929 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,27 ноября
8643,237 000₽,Honda CBR 600,57 000 км,Спортивный,1999,600 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,26 ноября
8644,285 000₽,Honda CBR 600,54 000 км,Спортивный,2001,600 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,26 ноября
8645,135 000₽,Honda,43 000 км,Классика,1993,650 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,26 ноября
8646,305 000₽,Yamaha YZF R6,25 000 км,Спортивный,2006,600 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,26 ноября
8647,161 000₽,Honda CBR 600F,52 000 км,Спортивный,1993,600 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,26 ноября
8648,700 000₽,Victory Octane,3 100 км,Круизер,2015,1 200 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,26 ноября
8649,250 000₽,Suzuki VL1500 Intruder,35 000 км,Чоппер,1999,1 500 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,26 ноября
8650,290 000₽,Victory,46 700 км,Чоппер,2002,1 200 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,26 ноября
8651,295 000₽,Honda XRV,61 000 км,Эндуро,1995,750 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,26 ноября
8652,384 000₽,Yamaha FJR 1300,67 000 км,Спорт-турист,2004,1 300 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,26 ноября
8653,225 000₽,Honda CBR 1100XX,75 000 км,Спорт-турист,1998,1 100 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,26 ноября
8654,649 000₽,Victory Cross Roads,25 000 км,Круизер,2012,1 731 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,26 ноября
8655,166 000₽,Yamaha XJ 900 Diversion,68 900 км,Классика,1996,900 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,26 ноября
8656,434 000₽,Ducati Monster S4RS,8 700 км,Классика,2008,1 000 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,26 ноября
8657,685 000₽,Kawasaki Ninja ZX-14R,24 000 км,Спорт-турист,2018,1 400 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,26 ноября
8658,165 000₽,Suzuki,30 000 км,Спортивный,1996,600 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,26 ноября
8659,163 000₽,Kawasaki ZZR 600 Ninja,25 900 км,Спорт-турист,1993,600 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,26 ноября
8660,372 000₽,Suzuki VS 1400 Intruder,30 000 км,Чоппер,1987,1 400 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,25 ноября
8661,410 000₽,Honda ST 1300,81 000 км,Туристический,2002,1 300 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,25 ноября
8662,128 000₽,Yamaha XJ 600 S Diversion,69 000 км,Классика,1996,600 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,25 ноября
8663,729 000₽,Suzuki GSX 1300R Hayabusa,11 800 км,Спортивный,2012,1 300 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,25 ноября
8664,1 080 000₽,Suzuki GSX 1300R Hayabusa,1 км,Спортивный,2016,1 300 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,25 ноября
8665,213 000₽,Honda CBR 600,38 000 км,Спортивный,1998,600 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,25 ноября
8666,167 000₽,Suzuki RF 900R,56 000 км,Спортивный,1996,900 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,25 ноября
8667,169 000₽,Suzuki RF 900R,76 000 км,Спортивный,1994,900 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,25 ноября
8668,175 000₽,Suzuki RF 900R,70 000 км,Спортивный,1996,900 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,25 ноября
8669,180 000₽,Suzuki RF,72 000 км,Спортивный,1996,900 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,25 ноября
8670,1 370 000₽,Harley-Davidson Street Glide FLHX Bagger Custom,25 000 км,Кастом,2001,1 450 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,25 ноября
8671,1 650 000₽,Harley-Davidson Road Glide FLTR Bagger Custom,28 000 км,Кастом,2011,1 700 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,25 ноября
8672,2 430 000₽,Harley-Davidson Road King Custom Bagger,31 500 км,Кастом,2006,1 450 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,25 ноября
8673,1 155 000₽,Harley-Davidson Sportster 1200 Custom Bobber,21 300 км,Кастом,2002,1 200 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,25 ноября
8674,195 000₽,Suzuki XF 650 Freewind,25 500 км,Эндуро,2001,650 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,25 ноября
8675,405 000₽,Suzuki V-Strom 650,1 км,Эндуро,2011,650 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,25 ноября
8676,177 000₽,Suzuki GSX-R 600,51 000 км,Спортивный,1997,600 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,25 ноября
8677,183 000₽,Honda CBR 600,37 000 км,Спортивный,1997,600 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,25 ноября
8678,188 000₽,Honda GL 500,60 000 км,Чоппер,1981,500 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,25 ноября
8679,187 000₽,Honda NX,37 000 км,Эндуро,1992,500 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,25 ноября
8680,328 000₽,Suzuki GSX 1300R Hayabusa,44 000 км,Спортивный,1999,1 300 куб. см.,4х тактный,Исправен,Без ПТС,Санкт-Петербург,25 ноября
8681,215 000₽,Honda ST 1100,160 000 км,Спорт-турист,1992,1 100 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,25 ноября
8682,225 000₽,Honda Transalp,71 300 км,Эндуро,1998,600 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,25 ноября
8683,330 000₽,Yamaha FJR 1300,46 000 км,Спорт-турист,2001,1 300 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,25 ноября
8684,135 000₽,Yamaha XJ 600 S Diversion,37 000 км,Классика,1993,600 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,25 ноября
8685,191 000₽,Yamaha XTZ 750 Super Tenere,60 000 км,Эндуро,1990,750 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,25 ноября
8686,277 000₽,BMW K 1200 RS,41 000 км,Спорт-турист,1998,1 200 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,25 ноября
8687,277 000₽,BMW R 1100 RT,72 000 км,Туристический,1999,1 100 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,25 ноября
8688,305 000₽,BMW K 1200 RS,68 000 км,Спорт-турист,2002,1 200 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,25 ноября
8689,323 000₽,BMW R 1150 RT,57 000 км,Туристический,2003,1 150 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,25 ноября
8690,575 000₽,BMW R 1200 RT,89 000 км,Туристический,2009,1 200 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,25 ноября
8691,152 000₽,Honda CBR 1000F,42 000 км,Спорт-турист,1991,1 000 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,25 ноября
8692,173 000₽,Kawasaki Ninja ZX-6R,49 000 км,Спортивный,1998,600 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,25 ноября
8693,193 000₽,Kawasaki ZR-7,29 000 км,Классика,2002,750 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,25 ноября
8694,185 000₽,Yamaha YZF 1000,48 200 км,Спортивный,1998,1 000 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,25 ноября
8695,219 000₽,Yamaha Tenere,58 800 км,Эндуро,1992,749 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,25 ноября
8696,226 000₽,Yamaha Tenere,38 000 км,Эндуро,1995,749 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,25 ноября
8697,253 000₽,Honda CB 600SF,60 000 км,Классика,2003,600 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,25 ноября
8698,153 000₽,Honda CBR 600,67 000 км,Спортивный,1993,600 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,25 ноября
8699,193 000₽,Honda NX 650,48 200 км,Эндуро,1995,650 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,25 ноября
8700,180 000₽,Yamaha XTZ 660 Tenere,31 500 км,Эндуро,1992,660 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,25 ноября
8701,254 000₽,BMW R 1100 R,80 000 км,Классика,1995,1 100 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,25 ноября
8702,275 000₽,BMW R 850 RT,85 000 км,Туристический,2000,850 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,25 ноября
8703,424 000₽,BMW R 1100 S,35 000 км,Спортивный,2004,1 100 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,25 ноября
8704,400 000₽,BMW R 1200 ST,34 000 км,Спорт-турист,2005,1 200 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,25 ноября
8705,322 000₽,Ducati Superbike,35 000 км,Спортивный,1998,916 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,25 ноября
8706,260 000₽,Kawasaki KLR 650,35 000 км,Эндуро,2008,650 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,25 ноября
8707,464 000₽,Kawasaki W 800,8 800 км,Классика,2013,800 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,25 ноября
8708,180 000₽,Kawasaki Zx 750r,750 км,Спортивный,2001,136 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,25 ноября
8709,295 000₽,Honda VFR 800 FI Interceptor,34 000 км,Спортивный,2003,800 куб. см.,4х тактный,Исправен,Есть ПТС,Санкт-Петербург,24 ноября
