id,price,model,mileage,motorcycle_class,year,engine_capacity,engine_strokes,damaged,documents,city,date
201,260 000₽,Honda CBR 600RR,41 000 км,Спортивный,2006,600 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,23 августа
202,219 000₽,Triumph Speed Triple,41 000 км,Стритфайтер,2003,955 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,22 августа
203,170 000₽,Honda CB 400SS,23 000 км,Классика,2002,400 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,22 августа
204,280 000₽,Yamaha XJ 600 S Diversion,35 000 км,Классика,2011,600 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,22 августа
205,110 000₽,Yamaha FZX 750,47 000 км,Классика,1986,750 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,21 августа
206,89 000₽,Kayo T2,1 200 км,Эндуро,2016,250 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,21 августа
207,475 000₽,BMW R 1200 GS,26 051 км,Эндуро,2006,1 200 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,21 августа
208,180 000₽,Honda XR 250R,16 900 км,Эндуро,1999,250 куб. см.,None,Исправен,Есть ПТС,Москва,20 августа
209,56 000₽,Ява 634,20 000 км,Классика,1975,350 куб. см.,2х тактный,Исправен,Есть ПТС,Москва,20 августа
210,300 000₽,Yamaha XJ 600 S Diversion,27 000 км,Классика,2011,600 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,20 августа
211,470 000₽,Suzuki Boulevard M109R,16 000 км,Чоппер,2007,1 800 куб. см.,4х тактный
				
			
			
?,Исправен,Есть ПТС,Москва,20 августа
212,250 000₽,Suzuki GSX-R 1000,37 000 км,Спортивный,2004,1 000 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,19 августа
213,350 000₽,Suzuki V-Strom 650,39 000 км,None,2008,650 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,19 августа
214,290 000₽,Suzuki Intruder,23 490 км,Классика,2013,400 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,18 августа
215,350 000₽,Harley-Davidson Sportster 1200 Roadster XL1200R,43 000 км,Чоппер,2004,1 200 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,17 августа
216,300 000₽,Yamaha Diversion,2 381 км,Спортивный,2012,600 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,16 августа
217,450 000₽,Yamaha XVS 1300,39 000 км,Круизер,2011,1 300 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,16 августа
218,500 000₽,Yamaha Stratoliner,81 422 км,Круизер,2006,1 900 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,16 августа
219,480 000₽,Yamaha Roadstar 1700,10 506 км,Круизер,2009,1 700 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,16 августа
220,480 000₽,Yamaha Roadstar 1900,16 067 км,Чоппер,2006,1 900 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,16 августа
221,749 033₽,Harley-Davidson Screamin Eagle Deuce FXSTDSE,16 192 км,Классика,2003,1 550 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,16 августа
222,325 000₽,Honda Shadow Aero,11 630 км,Круизер,2008,750 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,16 августа
223,500 000₽,BMW F 800 GS,37 000 км,Туристический,2013,800 куб. см.,2х тактный,Исправен,Есть ПТС,Москва,16 августа
224,300 000₽,Honda CBR 650F,500 км,Спортивный,2016,648 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,15 августа
225,160 000₽,Suzuki SV 650,44 500 км,Спорт-турист,2003,650 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,14 августа
226,40 000₽,briggs and stratton,30 км,Спортивный,2015,200 куб. см.,4х тактный,Исправен,Без ПТС,Москва,14 августа
227,73 000₽,Irbis XR 250 R,1 750 км,Эндуро,2014,250 куб. см.,4х тактный
				
			
			
?,Исправен,Есть ПТС,Москва,14 августа
228,100 000₽,Johnny Pag Ventura,1 500 км,Кастом,2014,350 куб. см.,2х тактный,Исправен,Есть ПТС,Москва,14 августа
229,45 000₽,Lifan,5 650 км,Эндуро,2007,200 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,13 августа
230,300 000₽,Honda CRF 250R,70 км,Кроссовый,2013,250 куб. см.,4х тактный,Исправен,Без ПТС,Москва,13 августа
231,60 000₽,Irbis TTR 250,97 км,Эндуро,2014,250 куб. см.,4х тактный,Исправен,Без ПТС,Москва,12 августа
232,63 000₽,Yamaha YBR 125,27 000 км,Классика,2009,125 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,12 августа
233,380 000₽,Yamaha YZF R6,25 000 км,Спортивный,2009,600 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,12 августа
234,510 000₽,Yamaha Raider,21 000 км,Чоппер,2008,1 900 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,12 августа
235,120 000₽,Honda CB 400SF,61 000 км,Классика,1997,400 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,11 августа
236,180 000₽,Yamaha XJR 1200,60 000 км,Классика,1998,1 200 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,11 августа
237,300 000₽,Suzuki Boulevard C90,7 000 км,Круизер,2005,1 500 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,10 августа
238,899 900₽,KTM 500 EXC-F,1 км,Эндуро,2018,500 куб. см.,4х тактный,Исправен,Есть ПТС,Москва,10 августа
